2.064371545216979464e-01,2.002385541489200282e-02,7.123902048573261397e-03,8.662653068718569484e-07,2.169211089806919596e-02,5.850764767917144475e-05,1.843495846200637195e-02,2.954164196496961853e-02,4.003277990623760330e-02,5.747310327028783659e-03
1.060897187628942993e-02,2.000819755940980993e-01,1.769322496123610332e-03,1.872457532307720759e-02,8.335986066414511134e-03,4.610293142503986050e-04,2.868756542637584690e-03,1.978239603848602063e-02,1.345486812230190302e-02,1.087200298496473518e-02
3.715719850959849774e-02,1.558802192952504426e-02,2.369203038545954487e-01,7.575115186217584208e-03,9.552544621493158639e-03,2.238118619796841333e-02,7.430334080369776183e-04,2.551705397266200871e-03,1.238037404075024951e-03,2.071334611698922180e-03
1.398667713537925759e-02,5.819566205800918816e-03,8.565442957711012426e-03,1.927175525321127292e-01,1.269887351687700697e-04,1.713064190349346261e-02,1.005020324013147087e-02,1.210378422181388391e-03,1.603724368165277553e-02,1.167791438857677033e-03
1.659849093817131541e-02,5.081676526668287355e-03,7.021034617499690919e-03,5.437741087493989326e-04,2.007055822249330657e-01,8.435516361426578444e-03,3.358119311323942875e-03,6.449960290896494201e-04,6.053451281110436635e-04,8.185635463467520745e-02
1.104155121423393109e-02,4.364549215580435133e-03,5.334817446374773287e-02,7.604566921460214658e-03,1.498953223487122302e-02,3.253897620551816638e-01,8.355983965345901076e-04,4.492755846524429733e-03,9.344725244021814814e-03,3.184542874655272443e-02
2.118430168665174154e-02,7.421060968055136209e-03,3.267854310516834365e-02,4.545518010314019948e-04,3.316980071504622724e-03,9.928990587941876125e-03,2.468104055601013647e-01,5.785122528659888616e-03,1.525094486171822521e-02,5.286244010522794280e-03
7.739307989771668228e-03,4.241771804217609257e-03,7.711737172996864856e-03,1.135007863796540055e-02,1.170985601721040090e-02,1.456419620241447208e-03,8.510735658984684270e-04,3.202216358558013232e-01,8.828678226628724373e-05,1.166603236970333544e-02
1.007322160904851674e-03,1.039880069887142572e-02,9.579644201733764032e-04,2.025136387674753013e-02,3.560480222975199484e-03,2.197948721536997600e-03,2.258450744637719582e-02,4.999374719360206998e-02,2.681510728049339432e-01,3.357118837888414657e-04
1.008924154904727692e-02,4.123528938229206568e-03,1.051601469909706557e-02,5.542494362538837732e-03,5.865161209580879373e-03,5.084690099564469733e-03,1.276045103888326891e-02,1.644780225258520370e-02,2.504216509359910928e-02,2.152791138279168404e-01
2.648264564339385951e-01,1.850542153731979736e-02,2.583108047398358781e-02,4.297919516978692799e-04,1.605388076593135607e-03,2.245864575440284505e-02,2.184375554246766656e-03,1.553865932763393021e-02,2.666017991177750679e-03,1.271983375718510091e-02
2.876499147912271216e-03,2.541176987789738884e-01,1.597814180725611044e-03,4.916216474828816879e-02,2.498185672906187704e-02,6.962037829164998727e-03,3.847388539788856605e-03,1.040187886180157784e-02,1.378433721996676596e-02,1.094323948986074962e-02
2.098286174799167316e-03,3.112980214817550120e-02,2.318549043769689566e-01,6.602015294728352975e-03,3.634114467326481687e-03,2.291672535753770418e-04,2.836076902860025853e-02,2.012849129499223386e-02,7.296302538673011748e-03,1.328612105836631495e-02
3.853416000219011400e-02,4.083061904510475876e-03,9.044545704145985632e-03,2.138038403084646377e-01,1.249367706064178664e-02,9.002466171588237309e-03,5.597173238861936732e-03,8.100317204808370891e-03,7.220276611620819393e-03,5.140162917895894912e-03
3.524681577140913180e-03,2.164818425375834507e-02,1.645925839251029038e-03,1.951368268699130853e-03,2.129421453984887969e-01,1.237635646585103118e-02,1.231642982541692258e-02,3.595827667445215207e-03,1.767473572718401137e-02,1.008539377911488004e-02
1.749306795793354602e-02,2.992971270884822732e-02,1.181670575501708904e-02,3.205732148872703774e-02,1.195261091348368519e-02,2.349274646239785380e-01,3.349705599441350767e-02,5.473150206313905607e-03,2.764220950695076701e-02,1.033428983334443510e-02
1.231303839045244132e-02,3.960535201275989202e-03,2.276955095937693765e-03,1.558673777178769780e-02,4.767073223216797620e-03,5.041667837196222614e-03,1.510616947853258285e-01,1.241681940008891594e-02,6.786953713853183245e-03,2.550010578730261754e-02
8.418396757552498028e-03,1.959694825391774566e-03,1.252448676439035184e-03,4.346491343013349912e-02,1.690934454839627607e-03,1.406240122553050267e-02,7.619545395787827996e-03,1.823130006851109708e-01,1.295790979170054376e-02,2.390250606765900992e-03
1.884345227968893706e-03,1.464472433404299771e-02,5.618565123688745722e-03,1.205889310329001565e-03,1.060492738011409482e-02,7.829160155768469243e-03,3.442641422890871383e-02,1.024984224858132079e-02,2.323521291976845538e-01,7.903870611629061974e-03
